"COU","Country","IND","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PRT","Portugal","HPI_RPI","Price to rent ratio","2005-Q2","Q2-2005","IDX","Index","0","Units",,,137.8783730089,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2005-Q3","Q3-2005","IDX","Index","0","Units",,,139.638189569257,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2005-Q4","Q4-2005","IDX","Index","0","Units",,,139.309397771553,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2006","2006","IDX","Index","0","Units",,,137.894228669277,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2006-Q1","Q1-2006","IDX","Index","0","Units",,,138.675052722002,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2006-Q2","Q2-2006","IDX","Index","0","Units",,,138.250167447162,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2006-Q3","Q3-2006","IDX","Index","0","Units",,,137.380516960772,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2006-Q4","Q4-2006","IDX","Index","0","Units",,,137.271177547172,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2007","2007","IDX","Index","0","Units",,,134.910487067473,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2007-Q1","Q1-2007","IDX","Index","0","Units",,,137.254607582415,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2007-Q2","Q2-2007","IDX","Index","0","Units",,,135.230338405867,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2007-Q3","Q3-2007","IDX","Index","0","Units",,,135.144572124439,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2007-Q4","Q4-2007","IDX","Index","0","Units",,,132.012430157171,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2008","2008","IDX","Index","0","Units",,,122.694365234763,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2008-Q1","Q1-2008","IDX","Index","0","Units",,,127.885166693885,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2008-Q2","Q2-2008","IDX","Index","0","Units",,,123.627450042269,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2008-Q3","Q3-2008","IDX","Index","0","Units",,,118.870908848981,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2008-Q4","Q4-2008","IDX","Index","0","Units",,,120.393935353918,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2009","2009","IDX","Index","0","Units",,,119.71022934455,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2009-Q1","Q1-2009","IDX","Index","0","Units",,,119.848533580257,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2009-Q2","Q2-2009","IDX","Index","0","Units",,,120.063346230043,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2009-Q3","Q3-2009","IDX","Index","0","Units",,,119.491224554279,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2009-Q4","Q4-2009","IDX","Index","0","Units",,,119.437813013622,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2010","2010","IDX","Index","0","Units",,,118.163753929748,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2010-Q1","Q1-2010","IDX","Index","0","Units",,,119.141092626531,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2010-Q2","Q2-2010","IDX","Index","0","Units",,,119.061554421989,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2010-Q3","Q3-2010","IDX","Index","0","Units",,,117.963264788325,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2010-Q4","Q4-2010","IDX","Index","0","Units",,,116.489103882149,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2011","2011","IDX","Index","0","Units",,,111.3341094344,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2011-Q1","Q1-2011","IDX","Index","0","Units",,,115.439133139017,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2011-Q2","Q2-2011","IDX","Index","0","Units",,,112.633962701011,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2011-Q3","Q3-2011","IDX","Index","0","Units",,,110.554438886475,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2011-Q4","Q4-2011","IDX","Index","0","Units",,,106.708903011095,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2012","2012","IDX","Index","0","Units",,,101.428486154081,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2012-Q1","Q1-2012","IDX","Index","0","Units",,,104.498192147877,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2012-Q2","Q2-2012","IDX","Index","0","Units",,,101.358279605712,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2012-Q3","Q3-2012","IDX","Index","0","Units",,,99.8066677319201,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2012-Q4","Q4-2012","IDX","Index","0","Units",,,100.050805130816,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2013","2013","IDX","Index","0","Units",,,98.2792977784717,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2013-Q1","Q1-2013","IDX","Index","0","Units",,,97.9224233260909,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2013-Q2","Q2-2013","IDX","Index","0","Units",,,97.3959220732173,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2013-Q3","Q3-2013","IDX","Index","0","Units",,,97.8169200951337,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2013-Q4","Q4-2013","IDX","Index","0","Units",,,99.9819256194447,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2014","2014","IDX","Index","0","Units",,,98.1109724983679,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2014-Q1","Q1-2014","IDX","Index","0","Units",,,97.7697560362769,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2014-Q2","Q2-2014","IDX","Index","0","Units",,,98.7369831579052,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2014-Q3","Q3-2014","IDX","Index","0","Units",,,98.1929676571031,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2014-Q4","Q4-2014","IDX","Index","0","Units",,,97.7441831421864,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2015","2015","IDX","Index","0","Units",,,100,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2015-Q1","Q1-2015","IDX","Index","0","Units",,,97.4563218237358,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2015-Q2","Q2-2015","IDX","Index","0","Units",,,100.444877190607,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2015-Q3","Q3-2015","IDX","Index","0","Units",,,100.361951002217,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2015-Q4","Q4-2015","IDX","Index","0","Units",,,101.736849983439,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2016","2016","IDX","Index","0","Units",,,105.314331428465,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2016-Q1","Q1-2016","IDX","Index","0","Units",,,102.871165590017,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2016-Q2","Q2-2016","IDX","Index","0","Units",,,104.767031939191,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2016-Q3","Q3-2016","IDX","Index","0","Units",,,106.199836114047,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2016-Q4","Q4-2016","IDX","Index","0","Units",,,107.419292070606,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2017","2017","IDX","Index","0","Units",,,113.916099263536,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2017-Q1","Q1-2017","IDX","Index","0","Units",,,109.307428662833,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2017-Q2","Q2-2017","IDX","Index","0","Units",,,111.995486511562,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2017-Q3","Q3-2017","IDX","Index","0","Units",,,116.139469400784,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2017-Q4","Q4-2017","IDX","Index","0","Units",,,118.222012478966,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2018","2018","IDX","Index","0","Units",,,123.281653507817,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2018-Q1","Q1-2018","IDX","Index","0","Units",,,121.313925387004,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,122.429998610485,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,123.288577647699,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,126.094112386081,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2019","2019","IDX","Index","0","Units",,,131.009457602466,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2019-Q1","Q1-2019","IDX","Index","0","Units",,,128.525890133973,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,130.756413901552,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2019-Q3","Q3-2019","IDX","Index","0","Units",,,131.812431327008,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2019-Q4","Q4-2019","IDX","Index","0","Units",,,132.943095047333,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2020-Q1","Q1-2020","IDX","Index","0","Units",,,137.08748865262,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2020-Q2","Q2-2020","IDX","Index","0","Units",,,137.194673172095,,
"ESP","Spain","RHP","Real house price indices, s.a.","2005","2005","IDX","Index","0","Units",,,140.883992449951,,
"ESP","Spain","RHP","Real house price indices, s.a.","2005-Q1","Q1-2005","IDX","Index","0","Units",,,136.261969099069,,
"ESP","Spain","RHP","Real house price indices, s.a.","2005-Q2","Q2-2005","IDX","Index","0","Units",,,139.967783061588,,
"ESP","Spain","RHP","Real house price indices, s.a.","2005-Q3","Q3-2005","IDX","Index","0","Units",,,141.950012023484,,
"ESP","Spain","RHP","Real house price indices, s.a.","2005-Q4","Q4-2005","IDX","Index","0","Units",,,145.356205615662,,
"ESP","Spain","RHP","Real house price indices, s.a.","2006","2006","IDX","Index","0","Units",,,154.591433011351,,
"ESP","Spain","RHP","Real house price indices, s.a.","2006-Q1","Q1-2006","IDX","Index","0","Units",,,148.390238520367,,
"ESP","Spain","RHP","Real house price indices, s.a.","2006-Q2","Q2-2006","IDX","Index","0","Units",,,151.659358605553,,
"ESP","Spain","RHP","Real house price indices, s.a.","2006-Q3","Q3-2006","IDX","Index","0","Units",,,156.824048956293,,
"ESP","Spain","RHP","Real house price indices, s.a.","2006-Q4","Q4-2006","IDX","Index","0","Units",,,161.492085963192,,
"ESP","Spain","RHP","Real house price indices, s.a.","2007","2007","IDX","Index","0","Units",,,164.245885728672,,
"ESP","Spain","RHP","Real house price indices, s.a.","2007-Q1","Q1-2007","IDX","Index","0","Units",,,163.009920211508,,
"ESP","Spain","RHP","Real house price indices, s.a.","2007-Q2","Q2-2007","IDX","Index","0","Units",,,164.74654891256,,
"ESP","Spain","RHP","Real house price indices, s.a.","2007-Q3","Q3-2007","IDX","Index","0","Units",,,165.873619077032,,
"ESP","Spain","RHP","Real house price indices, s.a.","2007-Q4","Q4-2007","IDX","Index","0","Units",,,163.353454713589,,
"ESP","Spain","RHP","Real house price indices, s.a.","2008","2008","IDX","Index","0","Units",,,156.297547253611,,
"ESP","Spain","RHP","Real house price indices, s.a.","2008-Q1","Q1-2008","IDX","Index","0","Units",,,161.245077728475,,
"ESP","Spain","RHP","Real house price indices, s.a.","2008-Q2","Q2-2008","IDX","Index","0","Units",,,158.222313451604,,
"ESP","Spain","RHP","Real house price indices, s.a.","2008-Q3","Q3-2008","IDX","Index","0","Units",,,154.772970563514,,
"ESP","Spain","RHP","Real house price indices, s.a.","2008-Q4","Q4-2008","IDX","Index","0","Units",,,150.949827270849,,
"ESP","Spain","RHP","Real house price indices, s.a.","2009","2009","IDX","Index","0","Units",,,147.370283893756,,
"ESP","Spain","RHP","Real house price indices, s.a.","2009-Q1","Q1-2009","IDX","Index","0","Units",,,149.390118759497,,
"ESP","Spain","RHP","Real house price indices, s.a.","2009-Q2","Q2-2009","IDX","Index","0","Units",,,147.742674837998,,
"ESP","Spain","RHP","Real house price indices, s.a.","2009-Q3","Q3-2009","IDX","Index","0","Units",,,146.760377155771,,
"ESP","Spain","RHP","Real house price indices, s.a.","2009-Q4","Q4-2009","IDX","Index","0","Units",,,145.587964821758,,
"ESP","Spain","RHP","Real house price indices, s.a.","2010","2010","IDX","Index","0","Units",,,141.963946747876,,
"ESP","Spain","RHP","Real house price indices, s.a.","2010-Q1","Q1-2010","IDX","Index","0","Units",,,144.439075805225,,
"ESP","Spain","RHP","Real house price indices, s.a.","2010-Q2","Q2-2010","IDX","Index","0","Units",,,143.746068926597,,
"ESP","Spain","RHP","Real house price indices, s.a.","2010-Q3","Q3-2010","IDX","Index","0","Units",,,140.252328154306,,
"ESP","Spain","RHP","Real house price indices, s.a.","2010-Q4","Q4-2010","IDX","Index","0","Units",,,139.418314105376,,
"ESP","Spain","RHP","Real house price indices, s.a.","2011","2011","IDX","Index","0","Units",,,128.101508605275,,
"ESP","Spain","RHP","Real house price indices, s.a.","2011-Q1","Q1-2011","IDX","Index","0","Units",,,135.419174338279,,
"ESP","Spain","RHP","Real house price indices, s.a.","2011-Q2","Q2-2011","IDX","Index","0","Units",,,131.086265001249,,
"ESP","Spain","RHP","Real house price indices, s.a.","2011-Q3","Q3-2011","IDX","Index","0","Units",,,126.14341826124,,
"ESP","Spain","RHP","Real house price indices, s.a.","2011-Q4","Q4-2011","IDX","Index","0","Units",,,119.75717682033,,
"ESP","Spain","RHP","Real house price indices, s.a.","2012","2012","IDX","Index","0","Units",,,106.994362139631,,
"ESP","Spain","RHP","Real house price indices, s.a.","2012-Q1","Q1-2012","IDX","Index","0","Units",,,114.332813512342,,
"ESP","Spain","RHP","Real house price indices, s.a.","2012-Q2","Q2-2012","IDX","Index","0","Units",,,108.33681324598,,
"ESP","Spain","RHP","Real house price indices, s.a.","2012-Q3","Q3-2012","IDX","Index","0","Units",,,103.491004797001,,
"ESP","Spain","RHP","Real house price indices, s.a.","2012-Q4","Q4-2012","IDX","Index","0","Units",,,101.816817003201,,
"ESP","Spain","RHP","Real house price indices, s.a.","2013","2013","IDX","Index","0","Units",,,96.279168992165,,
"ESP","Spain","RHP","Real house price indices, s.a.","2013-Q1","Q1-2013","IDX","Index","0","Units",,,97.3806564708896,,
"ESP","Spain","RHP","Real house price indices, s.a.","2013-Q2","Q2-2013","IDX","Index","0","Units",,,96.0869204342158,,
"ESP","Spain","RHP","Real house price indices, s.a.","2013-Q3","Q3-2013","IDX","Index","0","Units",,,96.0456621043734,,
"ESP","Spain","RHP","Real house price indices, s.a.","2013-Q4","Q4-2013","IDX","Index","0","Units",,,95.603436959181,,
"ESP","Spain","RHP","Real house price indices, s.a.","2014","2014","IDX","Index","0","Units",,,96.4547633439578,,
"ESP","Spain","RHP","Real house price indices, s.a.","2014-Q1","Q1-2014","IDX","Index","0","Units",,,95.9097322218898,,
"ESP","Spain","RHP","Real house price indices, s.a.","2014-Q2","Q2-2014","IDX","Index","0","Units",,,96.0816702928582,,
"ESP","Spain","RHP","Real house price indices, s.a.","2014-Q3","Q3-2014","IDX","Index","0","Units",,,96.4002403671196,,
"ESP","Spain","RHP","Real house price indices, s.a.","2014-Q4","Q4-2014","IDX","Index","0","Units",,,97.4274104939637,,
"ESP","Spain","RHP","Real house price indices, s.a.","2015","2015","IDX","Index","0","Units",,,100,,
"ESP","Spain","RHP","Real house price indices, s.a.","2015-Q1","Q1-2015","IDX","Index","0","Units",,,97.4224540610013,,
"ESP","Spain","RHP","Real house price indices, s.a.","2015-Q2","Q2-2015","IDX","Index","0","Units",,,99.9113930541727,,
"ESP","Spain","RHP","Real house price indices, s.a.","2015-Q3","Q3-2015","IDX","Index","0","Units",,,100.879336686197,,
"ESP","Spain","RHP","Real house price indices, s.a.","2015-Q4","Q4-2015","IDX","Index","0","Units",,,101.786816198629,,
"ESP","Spain","RHP","Real house price indices, s.a.","2016","2016","IDX","Index","0","Units",,,104.450073288234,,
"ESP","Spain","RHP","Real house price indices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,103.277821984337,,
"ESP","Spain","RHP","Real house price indices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,104.492759314502,,
"ESP","Spain","RHP","Real house price indices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,104.716609960671,,
"ESP","Spain","RHP","Real house price indices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,105.313101893428,,
"ESP","Spain","RHP","Real house price indices, s.a.","2017","2017","IDX","Index","0","Units",,,109.246188522984,,
"ESP","Spain","RHP","Real house price indices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,107.010354491202,,
"ESP","Spain","RHP","Real house price indices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,108.153956380555,,
"ESP","Spain","RHP","Real house price indices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,110.150643608594,,
"ESP","Spain","RHP","Real house price indices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,111.669799611587,,
"ESP","Spain","RHP","Real house price indices, s.a.","2018","2018","IDX","Index","0","Units",,,114.891296510757,,
"ESP","Spain","RHP","Real house price indices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,112.27807489311,,
"ESP","Spain","RHP","Real house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,114.529207949842,,
"ESP","Spain","RHP","Real house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,115.655672531474,,
"ESP","Spain","RHP","Real house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,117.102230668602,,
"ESP","Spain","RHP","Real house price indices, s.a.","2019","2019","IDX","Index","0","Units",,,119.648507847474,,
"ESP","Spain","RHP","Real house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,118.758406325568,,
"ESP","Spain","RHP","Real house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,119.074280724193,,
"ESP","Spain","RHP","Real house price indices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,120.288841748957,,
"ESP","Spain","RHP","Real house price indices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,120.472502591177,,
"ESP","Spain","RHP","Real house price indices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,121.261402785983,,
"ESP","Spain","RHP","Real house price indices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,121.520424276558,,
"ITA","Italy","HPI_RPI_AVG","Standardised price-rent ratio","2005","2005","1","RATIOS","0","Units",,,114.775763231737,,
"ITA","Italy","HPI_RPI_AVG","Standardised price-rent ratio","2005-Q1","Q1-2005","1","RATIOS","0","Units",,,113.018626731959,,
"ITA","Italy","HPI_RPI_AVG","Standardised price-rent ratio","2005-Q2","Q2-2005","1","RATIOS","0","Units",,,114.143317714994,,
"ITA","Italy","HPI_RPI_AVG","Standardised price-rent ratio","2005-Q3","Q3-2005","1","RATIOS","0","Units",,,115.170363089252,,
"ITA","Italy","HPI_RPI_AVG","Standardised price-rent ratio","2005-Q4","Q4-2005","1","RATIOS","0","Units",,,116.770745390744,,
